-1.230949959999999948e+02,4.826296200000000169e+01,8.725947737693786621e-01,0.000000000000000000e+00
-1.230938455353535232e+02,4.826296200000000169e+01,8.725947737693786621e-01,0.000000000000000000e+00
-1.230926950707070660e+02,4.826296200000000169e+01,8.725947737693786621e-01,0.000000000000000000e+00
-1.230915446060605944e+02,4.826296200000000169e+01,8.725947737693786621e-01,0.000000000000000000e+00
-1.230903941414141372e+02,4.826296200000000169e+01,8.725947737693786621e-01,0.000000000000000000e+00
-1.230892436767676656e+02,4.826296200000000169e+01,8.725947737693786621e-01,0.000000000000000000e+00
-1.230880932121212084e+02,4.826296200000000169e+01,8.731250762939453125e-01,0.000000000000000000e+00
-1.230869427474747368e+02,4.826296200000000169e+01,8.731250762939453125e-01,0.000000000000000000e+00
-1.230857922828282796e+02,4.826296200000000169e+01,8.731250762939453125e-01,0.000000000000000000e+00
-1.230846418181818080e+02,4.826296200000000169e+01,8.731250762939453125e-01,0.000000000000000000e+00
-1.230834913535353508e+02,4.826296200000000169e+01,8.731250762939453125e-01,0.000000000000000000e+00
-1.230823408888888792e+02,4.826296200000000169e+01,8.747129440307617188e-01,0.000000000000000000e+00
-1.230811904242424220e+02,4.826296200000000169e+01,8.747129440307617188e-01,0.000000000000000000e+00
-1.230800399595959504e+02,4.826296200000000169e+01,8.747129440307617188e-01,0.000000000000000000e+00
-1.230788894949494932e+02,4.826296200000000169e+01,8.747129440307617188e-01,0.000000000000000000e+00
-1.230777390303030217e+02,4.826296200000000169e+01,8.747129440307617188e-01,0.000000000000000000e+00
-1.230765885656565644e+02,4.826296200000000169e+01,8.747129440307617188e-01,0.000000000000000000e+00
-1.230754381010100929e+02,4.826296200000000169e+01,8.762109875679016113e-01,0.000000000000000000e+00
-1.230742876363636356e+02,4.826296200000000169e+01,8.762109875679016113e-01,0.000000000000000000e+00
-1.230731371717171641e+02,4.826296200000000169e+01,8.762109875679016113e-01,0.000000000000000000e+00
-1.230719867070707068e+02,4.826296200000000169e+01,8.762109875679016113e-01,0.000000000000000000e+00
-1.230708362424242353e+02,4.826296200000000169e+01,8.762109875679016113e-01,0.000000000000000000e+00
-1.230696857777777780e+02,4.826296200000000169e+01,8.762109875679016113e-01,0.000000000000000000e+00
-1.230685353131313065e+02,4.826296200000000169e+01,8.774642348289489746e-01,0.000000000000000000e+00
-1.230673848484848492e+02,4.826296200000000169e+01,8.774642348289489746e-01,0.000000000000000000e+00
-1.230662343838383777e+02,4.826296200000000169e+01,8.774642348289489746e-01,0.000000000000000000e+00
-1.230650839191919204e+02,4.826296200000000169e+01,8.774642348289489746e-01,0.000000000000000000e+00
-1.230639334545454489e+02,4.826296200000000169e+01,8.774642348289489746e-01,0.000000000000000000e+00
-1.230627829898989916e+02,4.826296200000000169e+01,8.774642348289489746e-01,0.000000000000000000e+00
-1.230616325252525201e+02,4.826296200000000169e+01,8.786782622337341309e-01,0.000000000000000000e+00
-1.230604820606060628e+02,4.826296200000000169e+01,8.786782622337341309e-01,0.000000000000000000e+00
-1.230593315959595913e+02,4.826296200000000169e+01,8.786782622337341309e-01,0.000000000000000000e+00
-1.230581811313131340e+02,4.826296200000000169e+01,8.786782622337341309e-01,0.000000000000000000e+00
-1.230570306666666625e+02,4.826296200000000169e+01,8.786782622337341309e-01,0.000000000000000000e+00
-1.230558802020201909e+02,4.826296200000000169e+01,8.786782622337341309e-01,0.000000000000000000e+00
-1.230547297373737337e+02,4.826296200000000169e+01,8.795522451400756836e-01,0.000000000000000000e+00
-1.230535792727272622e+02,4.826296200000000169e+01,8.795522451400756836e-01,0.000000000000000000e+00
-1.230524288080808049e+02,4.826296200000000169e+01,8.795522451400756836e-01,0.000000000000000000e+00
-1.230512783434343334e+02,4.826296200000000169e+01,8.795522451400756836e-01,0.000000000000000000e+00
-1.230501278787878761e+02,4.826296200000000169e+01,8.795522451400756836e-01,0.000000000000000000e+00
-1.230489774141414046e+02,4.826296200000000169e+01,8.795522451400756836e-01,0.000000000000000000e+00
-1.230478269494949473e+02,4.826296200000000169e+01,8.812109827995300293e-01,0.000000000000000000e+00
-1.230466764848484758e+02,4.826296200000000169e+01,8.812109827995300293e-01,0.000000000000000000e+00
-1.230455260202020185e+02,4.826296200000000169e+01,8.812109827995300293e-01,0.000000000000000000e+00
-1.230443755555555470e+02,4.826296200000000169e+01,8.812109827995300293e-01,0.000000000000000000e+00
-1.230432250909090897e+02,4.826296200000000169e+01,8.812109827995300293e-01,0.000000000000000000e+00
